199901140700,4.314312
199901140800,0.000000
199901140900,-5.419319
199901141000,-11.648150
199901141100,-18.315650
199901141200,-25.000000
199901141300,-31.256600
199901141400,-36.648150
199901141500,-40.774660
199901141600,-43.301270
199901141700,-43.981980
199901141800,-42.677670
199901141900,-39.367180
199901142000,-34.150640
199901142100,-27.244760
199901142200,-18.970480
199901142300,-9.733631
199901150000,0.000000
199901150100,9.733631
199901150200,18.970480
199901150300,27.244760
199901150400,34.150640
199901150500,39.367180
199901150600,42.677670
199901150700,43.981980
199901150800,43.301270
199901150900,40.774660
199901151000,36.648150
199901151100,31.256600
199901151200,25.000000
199901151300,18.315650
199901151400,11.648150
199901151500,5.419319
199901151600,0.000000
199901151700,-4.314312
199901151800,-7.322330
199901151900,-8.929110
199901152000,-9.150635
199901152100,-8.110584
199901152200,-6.029524
199901152300,-3.207321
199901160000,0.000000
199901160100,3.207321
199901160200,6.029524
199901160300,8.110584
199901160400,9.150635
199901160500,8.929110
199901160600,7.322330
199901160700,4.314312
199901160800,0.000000
199901160900,-5.419319
199901161000,-11.648150
199901161100,-18.315650
199901161200,-25.000000
199901161300,-31.256600
199901161400,-36.648150
199901161500,-40.774660
199901161600,-43.301270
199901161700,-43.981980
199901161800,-42.677670
199901161900,-39.367180
199901162000,-34.150640
199901162100,-27.244760
199901162200,-18.970480
199901162300,-9.733631
199901170000,0.000000
199901170100,9.733631
199901170200,18.970480
199901170300,27.244760
199901170400,34.150640
199901170500,39.367180
199901170600,42.677670
199901170700,43.981980
199901170800,43.301270
199901170900,40.774660
199901171000,36.648150
199901171100,31.256600
199901171200,25.000000
199901171300,18.315650
199901171400,11.648150
199901171500,5.419319
199901171600,0.000000
199901171700,-4.314312
199901171800,-7.322330
199901171900,-8.929110
199901172000,-9.150635
199901172100,-8.110584
199901172200,-6.029524
199901172300,-3.207321
199901180000,0.000000
199901180100,3.207321
199901180200,6.029524
199901180300,8.110584
199901180400,9.150635
199901180500,8.929110
199901180600,7.322330
199901180700,4.314312
199901180800,0.000000
199901180900,-5.419319
199901181000,-11.648150
199901181100,-18.315650
199901181200,-25.000000
199901181300,-31.256600
199901181400,-36.648150
199901181500,-40.774660
199901181600,-43.301270
199901181700,-43.981980
199901181800,-42.677670
199901181900,-39.367180
199901182000,-34.150640
199901182100,-27.244760
199901182200,-18.970480
199901182300,-9.733631
199901190000,0.000000
199901190100,9.733631
199901190200,18.970480
199901190300,27.244760
199901190400,34.150640
199901190500,39.367180
199901190600,42.677670
199901190700,43.981980
199901190800,43.301270
199901190900,40.774660
199901191000,36.648150
199901191100,31.256600
199901191200,25.000000
199901191300,18.315650
199901191400,11.648150
199901191500,5.419319
199901191600,0.000000
199901191700,-4.314312
199901191800,-7.322330
199901191900,-8.929110
199901192000,-9.150635
199901192100,-8.110584
199901192200,-6.029524
199901192300,-3.207321
199901200000,0.000000
199901200100,3.207321
199901200200,6.029524
199901200300,8.110584
199901200400,9.150635
199901200500,8.929110
199901200600,7.322330
199901200700,4.314312
199901200800,0.000000
199901200900,-5.419319
199901201000,-11.648150
199901201100,-18.315650
199901201200,-25.000000
199901201300,-31.256600
199901201400,-36.648150
199901201500,-40.774660
199901201600,-43.301270
199901201700,-43.981980
199901201800,-42.677670
199901201900,-39.367180
199901202000,-34.150640
199901202100,-27.244760
199901202200,-18.970480
199901202300,-9.733631
